registration_id,matcher1_critic_time_seconds,matcher2_time_seconds
SPUS61704,14.737,17.502
SPUS47277,9.882,20.106
SPUS56265,12.938,8.397
SPUS55727,21.619,5.283
SPUS56040,13.718,5.916
SPUS46974,5.819,7.25
SPUS55123,5.743,6.825
SPUS55193,7.262,9.12
SPUS61864,20.491,6.719
SPUS56341,9.53,10.288
SPUS55520,6.086,7.083
SPUS55980,10.858,7.109
SPUS55741,8.486,7.036
SPUS54900,19.749,6.468
SPUS54507,17.142,6.188
SPUS55119,6.334,6.123
SPUS55785,6.459,6.813
SPUS47251,10.705,8.779
SPUS46459,7.756,11.061
SPUS56292,6.524,12.321
SPUS62518,7.716,8.217
SPUS63724,19.817,8.742
SPUS45715,6.663,7.104
SPUS56196,10.389,11.077
SPUS55225,9.335,7.644
SPUS56306,11.226,6.125
SPUS54792,6.834,13.062
SPUS56218,6.117,5.699
SPUS62922,7.053,6.253
SPUS61359,6.917,8.166
SPUS46500,18.998,6.529
SPUS46542,23.361,9.361
SPUS55553,13.482,7.596
SPUS62593,8.056,8.721
SPUS47160,9.286,20.005
SPUS56202,8.94,20.094
SPUS55249,21.859,336.83
SPUS61296,23.968,7.248
SPUS55164,6.678,8.575
SPUS55598,17.771,7.4
SPUS54863,18.867,8.194
SPUS55965,9.357,7.37
SPUS62458,10.658,8.921
SPUS61707,13.936,8.594
SPUS56105,16.933,9.237
SPUS55313,19.323,14.763
SPUS55898,10.081,14.901
SPUS56438,20.515,16.779
SPUS63628,7.307,7.011
SPUS61567,33.888,8.56
SPUS45926,22.127,6.568
SPUS47097,12.143,12.172
SPUS55493,12.316,8.711
SPUS42069,8.339,9.956
SPUS61581,7.616,13.214
SPUS56101,8.419,7.066
SPUS46249,16.425,12.457
SPUS54939,12.049,7.484
SPUS55372,7.549,6.769
SPUS54980,7.79,8.512
SPUS61364,9.428,7.791
SPUS61811,16.699,4.961
SPUS61323,9.848,7.044
SPUS45857,7.691,7.271
SPUS55702,8.341,7.039
SPUS62225,26.534,13.484
SPUS55459,7.577,6.883
SPUS45978,22.412,8.271
SPUS61371,6.3,6.79
SPUS62654,5.991,5.81
SPUS55760,6.943,4.821
SPUS61518,13.403,15.349
SPUS44045,21.164,8.04
SPUS45776,5.314,13.186
SPUS55846,10.999,12.172
SPUS55667,7.282,7.854
SPUS47456,7.602,6.135
SPUS62005,20.127,7.428
SPUS55077,6.514,6.138
SPUS61901,8.882,7.626
SPUS55790,8.19,6.727
SPUS61696,7.877,10.0
SPUS55677,6.152,7.379
SPUS62722,14.638,7.809
SPUS55342,14.681,9.997
SPUS46284,7.408,5.746
SPUS61545,9.422,7.066
SPUS55208,10.359,8.76
SPUS60880,15.653,7.641
SPUS46413,14.004,9.031
SPUS63999,6.533,9.109
SPUS55827,19.688,6.267
SPUS46397,11.554,7.467
SPUS62482,10.027,9.032
SPUS54826,12.346,6.095
SPUS63159,15.405,9.071
SPUS61610,20.557,6.817
